,LoF_T,LoF_UT,LoF_OR,LoF_P_value,Missense_T,Missense_UT,Missense_OR,Missense_P_value,LoF.Missense_T,LoF.Missense_UT,LoF.Missense_OR,LoF.Missense_P_value
ARRDC1,0,1,0,1,0,0,0,1,0,1,0,1
EHMT1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
CACNA1B,0,0,0,1,6,3,1.999942979,0.25390625,6,3,1.999942979,0.25390625
NFIB,0,0,0,1,4,3,1.333315843,0.5,4,3,1.333315843,0.5
ZDHHC21,0,1,0,1,0,0,0,1,0,1,0,1
CER1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
FREM1,6,3,1.999942979,0.25390625,0,0,0,1,6,3,1.999942979,0.25390625
TTC39B,12,12,1,0.580590129,0,0,0,1,12,12,1,0.580590129
SNAPC3,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
PSIP1,5,3,1.666627899,0.36328125,0,0,0,1,5,3,1.666627899,0.36328125
CCDC171,29,28,1.035722189,0.5,0,0,0,1,29,28,1.035722189,0.5
BNC2,0,0,0,1,3,0,Inf,0.125,3,0,Inf,0.125
CNTLN,17,10,1.699959264,0.123894282,0,0,0,1,17,10,1.699959264,0.123894282
SH3GL2,0,0,0,1,0,0,0,1,0,0,0,1
ADAMTSL1,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
RRAGA,0,0,0,1,0,0,0,1,0,0,0,1
HAUS6,0,0,0,1,0,0,0,1,0,0,0,1
PLIN2,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
DENND4C,8,2,3.999557911,0.0546875,0,0,0,1,8,2,3.999557911,0.0546875
ACER2,0,0,0,1,0,0,0,1,0,0,0,1
SLC24A2,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
SMARCA2,0,0,0,1,1,2,0.500014255,0.875,1,2,0.500014255,0.875
MLLT3,0,0,0,1,0,2,0,1,0,2,0,1
FOCAD,11,11,1,0.584094048,0,0,0,1,11,11,1,0.584094048
KLHL9,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
C9orf66,0,0,0,1,0,0,0,1,0,0,0,1
IFNE,0,0,0,1,0,0,0,1,0,0,0,1
MTAP,0,2,0,1,0,0,0,1,0,2,0,1
CDKN2A,0,0,0,1,0,0,0,1,0,0,0,1
CDKN2B,0,0,0,1,0,0,0,1,0,0,0,1
DMRTA1,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
ELAVL2,0,0,0,1,0,0,0,1,0,0,0,1
TUSC1,0,0,0,1,0,0,0,1,0,0,0,1
VLDLR,1,1,1,0.75,0,0,0,1,1,1,1,0.75
CAAP1,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
PLAA,1,0,Inf,0.5,1,0,Inf,0.5,2,0,Inf,0.25
IFT74,6,13,0.461552409,0.968215942,0,0,0,1,6,13,0.461552409,0.968215942
LRRC19,0,1,0,1,0,0,0,1,0,1,0,1
TEK,0,0,0,1,11,10,1.099983702,0.5,11,10,1.099983702,0.5
DOCK8,15,20,0.75000984,0.84474767,0,0,0,1,15,20,0.75000984,0.84474767
KCNV2,8,4,1.999942977,0.193847656,0,0,0,1,8,4,1.999942977,0.193847656
EQTN,9,4,2.250079475,0.133422852,0,0,0,1,9,4,2.250079475,0.133422852
MOB3B,0,0,0,1,0,0,0,1,0,0,0,1
IFNK,0,0,0,1,0,0,0,1,0,0,0,1
C9orf72,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
LINGO2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
RFX3,0,0,0,1,1,1,1,0.75,1,1,1,0.75
ACO1,3,5,0.600013957,0.85546875,0,0,0,1,3,5,0.600013957,0.85546875
DDX58,8,11,0.727283434,0.820358276,0,0,0,1,8,11,0.727283434,0.820358276
TOPORS,0,0,0,1,0,0,0,1,0,0,0,1
NDUFB6,0,0,0,1,0,0,0,1,0,0,0,1
TAF1L,0,0,0,1,0,0,0,1,0,0,0,1
TMEM215,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
APTX,7,13,0.538475896,0.942340851,0,0,0,1,7,13,0.538475896,0.942340851
DNAJA1,0,0,0,1,0,0,0,1,0,0,0,1
SMU1,0,0,0,1,0,0,0,1,0,0,0,1
B4GALT1,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
SPINK4,0,0,0,1,0,0,0,1,0,0,0,1
BAG1,0,0,0,1,0,0,0,1,0,0,0,1
CHMP5,0,0,0,1,0,0,0,1,0,0,0,1
NFX1,0,1,0,1,0,0,0,1,0,1,0,1
AQP7,0,0,0,1,0,0,0,1,0,0,0,1
AQP3,0,0,0,1,0,0,0,1,0,0,0,1
NOL6,1,1,1,0.75,0,0,0,1,1,1,1,0.75
ANKRD18B,0,2,0,1,0,0,0,1,0,2,0,1
PRSS3,0,0,0,1,0,0,0,1,0,0,0,1
UBE2R2,0,0,0,1,0,0,0,1,0,0,0,1
UBAP2,0,0,0,1,0,0,0,1,0,0,0,1
DCAF12,0,1,0,1,0,0,0,1,0,1,0,1
UBAP1,0,0,0,1,0,0,0,1,0,0,0,1
KIF24,25,14,1.785668666,0.054064511,0,0,0,1,25,14,1.785668666,0.054064511
NUDT2,3,4,0.750009838,0.7734375,0,0,0,1,3,4,0.750009838,0.7734375
C9orf24,5,1,4.999580449,0.109375,0,0,0,1,5,1,4.999580449,0.109375
FAM219A,0,0,0,1,0,1,0,1,0,1,0,1
DNAI1,6,4,1.499971555,0.376953125,0,0,0,1,6,4,1.499971555,0.376953125
ENHO,0,0,0,1,0,0,0,1,0,0,0,1
CNTFR,0,0,0,1,0,0,0,1,0,0,0,1
RPP25L,0,0,0,1,0,0,0,1,0,0,0,1
DCTN3,0,0,0,1,0,0,0,1,0,0,0,1
ARID3C,7,11,0.636376993,0.881057739,0,0,0,1,7,11,0.636376993,0.881057739
SIGMAR1,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
GALT,0,1,0,1,9,5,1.799953604,0.211975098,9,6,1.499971552,0.303619385
IL11RA,5,2,2.500066806,0.2265625,0,0,0,1,5,2,2.500066806,0.2265625
CCL27,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
CCL19,0,0,0,1,0,0,0,1,0,0,0,1
CCL21,0,0,0,1,0,0,0,1,0,0,0,1
DNAJB5,1,0,Inf,0.5,2,4,0.500014255,0.890625,3,4,0.750009838,0.7734375
C9orf131,0,0,0,1,0,0,0,1,0,0,0,1
VCP,2,6,0.333324491,0.96484375,2,1,1.999942981,0.5,4,7,0.571442807,0.88671875
FANCG,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
PIGO,9,7,1.285699891,0.401809692,0,0,0,1,9,7,1.285699891,0.401809692
STOML2,0,1,0,1,0,0,0,1,0,1,0,1
FAM214B,0,0,0,1,0,0,0,1,0,0,0,1
UNC13B,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
RUSC2,0,0,0,1,0,0,0,1,0,0,0,1
FAM166B,7,8,0.875004583,0.696380615,0,0,0,1,7,8,0.875004583,0.696380615
TESK1,0,0,0,1,4,0,Inf,0.0625,4,0,Inf,0.0625
CD72,0,0,0,1,0,0,0,1,0,0,0,1
SIT1,0,0,0,1,0,0,0,1,0,0,0,1
CCDC107,0,0,0,1,0,0,0,1,0,0,0,1
ARHGEF39,13,6,2.166601195,0.083534241,0,0,0,1,13,6,2.166601195,0.083534241
CA9,5,1,4.999580449,0.109375,0,0,0,1,5,1,4.999580449,0.109375
TPM2,0,0,0,1,1,1,1,0.75,1,1,1,0.75
TLN1,1,0,Inf,0.5,19,24,0.79167479,0.819811174,20,24,0.833339669,0.774309584
CREB3,0,0,0,1,0,0,0,1,0,0,0,1
GBA2,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
RGP1,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
MSMP,0,0,0,1,0,0,0,1,0,0,0,1
NPR2,0,0,0,1,1,2,0.500014255,0.875,1,2,0.500014255,0.875
SPAG8,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
HINT2,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
FAM221B,0,0,0,1,0,0,0,1,0,0,0,1
TMEM8B,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
OR13J1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
RECK,2,8,0.250027634,0.989257813,0,0,0,1,2,8,0.250027634,0.989257813
GLIPR2,5,4,1.249987863,0.5,0,0,0,1,5,4,1.249987863,0.5
CCIN,0,0,0,1,0,0,0,1,0,0,0,1
CLTA,0,0,0,1,0,0,0,1,0,0,0,1
GNE,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
RNF38,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
MELK,1,4,0.250027597,0.96875,0,0,0,1,1,4,0.250027597,0.96875
PAX5,0,0,0,1,0,0,0,1,0,0,0,1
ZCCHC7,0,1,0,1,0,0,0,1,0,1,0,1
GRHPR,10,17,0.58824939,0.93896094,0,0,0,1,10,17,0.58824939,0.93896094
ZBTB5,0,0,0,1,0,0,0,1,0,0,0,1
POLR1E,2,4,0.500014255,0.890625,0,0,0,1,2,4,0.500014255,0.890625
FBXO10,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
TOMM5,0,0,0,1,0,0,0,1,0,0,0,1
FRMPD1,4,9,0.444428746,0.953857422,0,0,0,1,4,9,0.444428746,0.953857422
TRMT10B,0,1,0,1,0,0,0,1,0,1,0,1
EXOSC3,0,1,0,1,0,0,0,1,0,1,0,1
DCAF10,1,1,1,0.75,4,7,0.571442807,0.88671875,5,8,0.625013574,0.866577148
SLC25A51,0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
SHB,0,0,0,1,0,0,0,1,0,0,0,1
GLIS3,16,11,1.454519959,0.221034169,0,0,0,1,16,11,1.454519959,0.221034169
ALDH1B1,7,10,0.700011655,0.833847046,0,0,0,1,7,10,0.700011655,0.833847046
IGFBPL1,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
ANKRD18A,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
ANKRD20A2,0,0,0,1,0,0,0,1,0,0,0,1
CBWD6,0,0,0,1,0,0,0,1,0,0,0,1
CNTNAP3B,0,0,0,1,0,0,0,1,0,0,0,1
SLC1A1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
SPATA6L,7,3,2.33340772,0.171875,0,0,0,1,7,3,2.33340772,0.171875
CDC37L1,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
AK3,4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
RCL1,0,0,0,1,0,0,0,1,0,0,0,1
JAK2,0,0,0,1,0,0,0,1,0,0,0,1
INSL6,9,6,1.499971552,0.303619385,0,0,0,1,9,6,1.499971552,0.303619385
INSL4,0,0,0,1,0,0,0,1,0,0,0,1
RLN2,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
RLN1,0,0,0,1,0,0,0,1,0,0,0,1
PLGRKT,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
CD274,0,0,0,1,0,0,0,1,0,0,0,1
PDCD1LG2,0,0,0,1,0,0,0,1,0,0,0,1
ERMP1,5,10,0.500014256,0.940765381,2,2,1,0.6875,7,12,0.583347475,0.916465759
MLANA,14,2,6.999549137,0.002090454,0,0,0,1,14,2,6.999549137,0.002090454
KIAA2026,8,12,0.666679311,0.868412018,0,0,0,1,8,12,0.666679311,0.868412018
RANBP6,0,0,0,1,0,0,0,1,0,0,0,1
IL33,0,0,0,1,0,0,0,1,0,0,0,1
TPD52L3,0,0,0,1,0,0,0,1,0,0,0,1
UHRF2,0,0,0,1,2,0,Inf,0.25,2,0,Inf,0.25
GLDC,5,2,2.500066806,0.2265625,0,0,0,1,5,2,2.500066806,0.2265625
KDM4C,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
PGM5,0,0,0,1,0,0,0,1,0,0,0,1
TMEM252,0,0,0,1,0,0,0,1,0,0,0,1
FAM122A,0,0,0,1,0,0,0,1,0,0,0,1
PIP5K1B,0,2,0,1,10,7,1.428547644,0.314529419,10,9,1.111105227,0.5
FXN,0,0,0,1,0,0,0,1,0,0,0,1
TJP2,1,4,0.250027597,0.96875,0,0,0,1,1,4,0.250027597,0.96875
FAM189A2,4,6,0.666679309,0.828125,0,0,0,1,4,6,0.666679309,0.828125
APBA1,0,0,0,1,0,0,0,1,0,0,0,1
PTAR1,0,0,0,1,0,0,0,1,0,0,0,1
C9orf135,7,7,1,0.604736328,0,0,0,1,7,7,1,0.604736328
MAMDC2,0,2,0,1,0,0,0,1,0,2,0,1
SMC5,0,1,0,1,0,0,0,1,0,1,0,1
KLF9,0,0,0,1,0,1,0,1,0,1,0,1
TRPM3,2,3,0.666679308,0.8125,10,7,1.428547644,0.314529419,12,10,1.199990875,0.415905952
KANK1,4,2,1.99994298,0.34375,0,0,0,1,4,2,1.99994298,0.34375
ABHD17B,0,0,0,1,0,0,0,1,0,0,0,1
C9orf85,5,9,0.555569876,0.910217285,0,0,0,1,5,9,0.555569876,0.910217285
GDA,3,4,0.750009838,0.7734375,0,0,0,1,3,4,0.750009838,0.7734375
TMC1,19,14,1.357123794,0.243425121,0,0,0,1,19,14,1.357123794,0.243425121
ALDH1A1,0,0,0,1,0,0,0,1,0,0,0,1
ANXA1,4,2,1.99994298,0.34375,0,0,0,1,4,2,1.99994298,0.34375
RORB,0,0,0,1,4,3,1.333315843,0.5,4,3,1.333315843,0.5
TRPM6,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
C9orf40,0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
NMRK1,0,2,0,1,0,0,0,1,0,2,0,1
OSTF1,0,0,0,1,0,0,0,1,0,0,0,1
PCSK5,0,1,0,1,30,33,0.909104245,0.692672492,30,34,0.882357222,0.733845612
RFK,0,0,0,1,0,0,0,1,0,0,0,1
GCNT1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
PRUNE2,6,8,0.750009839,0.788024902,0,0,0,1,6,8,0.750009839,0.788024902
VPS13A,4,5,0.800007768,0.74609375,0,0,0,1,4,5,0.800007768,0.74609375
GNA14,12,5,2.40007043,0.071731567,0,0,0,1,12,5,2.40007043,0.071731567
GNAQ,0,0,0,1,0,0,0,1,0,0,0,1
CEP78,1,1,1,0.75,0,0,0,1,1,1,1,0.75
PSAT1,0,0,0,1,0,0,0,1,0,0,0,1
TLE4,0,0,0,1,8,5,1.599965251,0.290527344,8,5,1.599965251,0.290527344
TLE1,0,0,0,1,16,15,1.066693801,0.5,16,15,1.066693801,0.5
SPATA31D1,0,0,0,1,0,0,0,1,0,0,0,1
RASEF,11,7,1.571395589,0.240341187,0,0,0,1,11,7,1.571395589,0.240341187
FRMD3,0,1,0,1,0,0,0,1,0,1,0,1
IDNK,0,0,0,1,0,0,0,1,0,0,0,1
UBQLN1,0,0,0,1,0,0,0,1,0,0,0,1
GKAP1,0,0,0,1,0,0,0,1,0,0,0,1
KIF27,1,1,1,0.75,0,0,0,1,1,1,1,0.75
C9orf64,3,0,Inf,0.125,0,0,0,1,3,0,Inf,0.125
HNRNPK,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
RMI1,0,0,0,1,0,0,0,1,0,0,0,1
DMRT1,0,0,0,1,0,0,0,1,0,0,0,1
SLC28A3,9,7,1.285699891,0.401809692,0,0,0,1,9,7,1.285699891,0.401809692
NTRK2,0,0,0,1,5,7,0.714296886,0.806152344,5,7,0.714296886,0.806152344
PTPRD,0,0,0,1,0,0,0,1,0,0,0,1
AGTPBP1,0,1,0,1,0,0,0,1,0,1,0,1
NAA35,0,0,0,1,0,1,0,1,0,1,0,1
GOLM1,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
C9orf153,0,0,0,1,0,0,0,1,0,0,0,1
ISCA1,0,0,0,1,0,0,0,1,0,0,0,1
DAPK1,0,0,0,1,0,0,0,1,0,0,0,1
CTSL,0,0,0,1,0,0,0,1,0,0,0,1
SPATA31E1,0,0,0,1,0,0,0,1,0,0,0,1
CDK20,4,4,1,0.63671875,0,0,0,1,4,4,1,0.63671875
SPIN1,0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
NXNL2,0,0,0,1,0,0,0,1,0,0,0,1
S1PR3,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
SHC3,0,0,0,1,2,2,1,0.6875,2,2,1,0.6875
CKS2,0,0,0,1,0,0,0,1,0,0,0,1
SECISBP2,4,2,1.99994298,0.34375,0,0,0,1,4,2,1.99994298,0.34375
SEMA4D,0,0,0,1,0,0,0,1,0,0,0,1
GADD45G,0,0,0,1,0,1,0,1,0,1,0,1
DIRAS2,0,0,0,1,0,0,0,1,0,0,0,1
SYK,0,0,0,1,0,0,0,1,0,0,0,1
AUH,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
NFIL3,0,0,0,1,0,0,0,1,0,0,0,1
ROR2,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
SPTLC1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
IARS,3,2,1.499971557,0.5,0,0,0,1,3,2,1.499971557,0.5
NOL8,0,1,0,1,0,0,0,1,0,1,0,1
CENPP,0,0,0,1,0,0,0,1,0,0,0,1
OGN,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
OMD,0,1,0,1,0,0,0,1,0,1,0,1
ASPN,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
ECM2,0,0,0,1,0,0,0,1,0,0,0,1
IPPK,0,0,0,1,0,0,0,1,0,0,0,1
BICD2,0,0,0,1,3,1,3.000079991,0.3125,3,1,3.000079991,0.3125
ZNF484,0,0,0,1,0,0,0,1,0,0,0,1
FGD3,2,0,Inf,0.25,2,0,Inf,0.25,4,0,Inf,0.0625
SUSD3,11,19,0.578961551,0.950631427,0,0,0,1,11,19,0.578961551,0.950631427
NINJ1,2,0,Inf,0.25,0,0,0,1,2,0,Inf,0.25
WNK2,0,0,0,1,0,0,0,1,0,0,0,1
C9orf129,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
FAM120AOS,0,0,0,1,0,0,0,1,0,0,0,1
FAM120A,0,1,0,1,4,2,1.99994298,0.34375,4,3,1.333315843,0.5
PHF2,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
BARX1,1,0,Inf,0.5,23,28,0.821435419,0.799469004,24,28,0.85714818,0.755772165
PTPDC1,1,1,1,0.75,0,0,0,1,1,1,1,0.75
ZNF169,0,3,0,1,0,0,0,1,0,3,0,1
FBP2,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
FBP1,0,0,0,1,0,0,0,1,0,0,0,1
C9orf3,8,4,1.999942977,0.193847656,0,0,0,1,8,4,1.999942977,0.193847656
FANCC,20,17,1.176462802,0.371414679,0,0,0,1,20,17,1.176462802,0.371414679
PTCH1,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
ERCC6L2,9,13,0.692319594,0.856860638,0,0,0,1,9,13,0.692319594,0.856860638
HSD17B3,0,2,0,1,0,0,0,1,0,2,0,1
SLC35D2,1,1,1,0.75,0,0,0,1,1,1,1,0.75
ZNF367,0,0,0,1,0,3,0,1,0,3,0,1
HABP4,0,2,0,1,0,0,0,1,0,2,0,1
CDC14B,0,0,0,1,0,0,0,1,0,0,0,1
ZNF510,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
ZNF782,0,0,0,1,0,0,0,1,0,0,0,1
CTSV,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
CCDC180,15,14,1.0714595,0.5,0,0,0,1,15,14,1.0714595,0.5
TDRD7,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
TMOD1,0,0,0,1,0,0,0,1,0,0,0,1
TSTD2,22,26,0.846159634,0.764560493,0,0,0,1,22,26,0.846159634,0.764560493
NCBP1,0,0,0,1,3,2,1.499971557,0.5,3,2,1.499971557,0.5
XPA,5,4,1.249987863,0.5,0,0,0,1,5,4,1.249987863,0.5
DMRT3,0,1,0,1,0,0,0,1,0,1,0,1
HEMGN,0,0,0,1,0,0,0,1,0,0,0,1
ANP32B,0,0,0,1,0,0,0,1,0,0,0,1
TRIM14,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
CORO2A,7,4,1.749956404,0.274414063,0,0,0,1,7,4,1.749956404,0.274414063
TBC1D2,0,1,0,1,0,0,0,1,0,1,0,1
GABBR2,0,0,0,1,7,3,2.33340772,0.171875,7,3,2.33340772,0.171875
ANKS6,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
GALNT12,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
COL15A1,9,5,1.799953604,0.211975098,0,0,0,1,9,5,1.799953604,0.211975098
TGFBR1,0,0,0,1,0,0,0,1,0,0,0,1
ALG2,1,4,0.250027597,0.96875,0,0,0,1,1,4,0.250027597,0.96875
SEC61B,0,0,0,1,0,0,0,1,0,0,0,1
STX17,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
CPN1,3,3,1,0.65625,0,0,0,1,3,3,1,0.65625
GTPBP4,0,0,0,1,0,0,0,1,0,0,0,1
ERLIN1,0,0,0,1,5,2,2.500066806,0.2265625,5,2,2.500066806,0.2265625
CHUK,0,0,0,1,0,0,0,1,0,0,0,1
CWF19L1,7,6,1.166659418,0.5,0,0,0,1,7,6,1.166659418,0.5
BLOC1S2,6,7,0.857148182,0.709472656,0,0,0,1,6,7,0.857148182,0.709472656
PKD2L1,17,18,0.94442541,0.6320606,0,0,0,1,17,18,0.94442541,0.6320606
SCD,0,0,0,1,0,0,0,1,0,0,0,1
WNT8B,0,1,0,1,10,7,1.428547644,0.314529419,10,8,1.249987863,0.407264709
SEC31B,26,34,0.764715133,0.877469583,0,0,0,1,26,34,0.764715133,0.877469583
NDUFB8,0,1,0,1,0,0,0,1,0,1,0,1
HIF1AN,3,0,Inf,0.125,1,0,Inf,0.5,4,0,Inf,0.0625
PAX2,0,0,0,1,0,0,0,1,0,0,0,1
SEMA4G,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
MRPL43,0,0,0,1,0,1,0,1,0,1,0,1
LZTS2,0,0,0,1,0,0,0,1,0,0,0,1
PDZD7,48,36,1.333315832,0.114932203,0,0,0,1,48,36,1.333315832,0.114932203
SFXN3,45,33,1.363616862,0.10634141,0,0,0,1,45,33,1.363616862,0.10634141
KAZALD1,13,19,0.684222678,0.892336425,0,0,0,1,13,19,0.684222678,0.892336425
BTRC,1,1,1,0.75,0,0,0,1,1,1,1,0.75
POLL,9,5,1.799953604,0.211975098,0,0,0,1,9,5,1.799953604,0.211975098
DPCD,0,0,0,1,0,0,0,1,0,0,0,1
FBXW4,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
FGF8,0,0,0,1,2,1,1.999942981,0.5,2,1,1.999942981,0.5
NPM3,0,0,0,1,0,0,0,1,0,0,0,1
KCNIP2,0,0,0,1,0,0,0,1,0,0,0,1
IDI2,5,5,1,0.623046875,0,0,0,1,5,5,1,0.623046875
HPS6,4,3,1.333315843,0.5,0,0,0,1,4,3,1.333315843,0.5
LDB1,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
PPRC1,0,0,0,1,0,1,0,1,0,1,0,1
NOLC1,0,1,0,1,0,0,0,1,0,1,0,1
ELOVL3,0,0,0,1,0,0,0,1,0,0,0,1
PITX3,0,0,0,1,0,1,0,1,0,1,0,1
GBF1,4,1,3.999558501,0.1875,0,0,0,1,4,1,3.999558501,0.1875
NFKB2,2,3,0.666679308,0.8125,1,4,0.250027597,0.96875,3,7,0.428557766,0.9453125
PSD,0,0,0,1,11,11,1,0.584094048,11,11,1,0.584094048
FBXL15,0,3,0,1,3,6,0.500014256,0.91015625,3,9,0.333324536,0.980712891
CUEDC2,0,0,0,1,0,0,0,1,0,0,0,1
C10orf95,0,0,0,1,0,0,0,1,0,0,0,1
ACTR1A,0,0,0,1,1,1,1,0.75,1,1,1,0.75
SUFU,0,0,0,1,1,0,Inf,0.5,1,0,Inf,0.5
TRIM8,0,0,0,1,14,7,1.999942973,0.094623566,14,7,1.999942973,0.094623566
ARL3,0,0,0,1,0,0,0,1,0,0,0,1
SFXN2,5,3,1.666627899,0.36328125,0,0,0,1,5,3,1.666627899,0.36328125
WBP1L,0,0,0,1,0,0,0,1,0,0,0,1
CYP17A1,0,2,0,1,0,0,0,1,0,2,0,1
AS3MT,0,1,0,1,0,0,0,1,0,1,0,1
NT5C2,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
RPEL1,0,0,0,1,0,0,0,1,0,0,0,1
INA,1,0,Inf,0.5,10,15,0.666679312,0.885238528,11,15,0.733343816,0.836530209
PCGF6,0,0,0,1,0,0,0,1,0,0,0,1
TAF5,0,0,0,1,6,8,0.750009839,0.788024902,6,8,0.750009839,0.788024902
PDCD11,2,3,0.666679308,0.8125,0,0,0,1,2,3,0.666679308,0.8125
CALHM2,0,3,0,1,0,0,0,1,0,3,0,1
CALHM1,1,2,0.500014255,0.875,0,0,0,1,1,2,0.500014255,0.875
CALHM3,0,0,0,1,0,0,0,1,0,0,0,1
NEURL1,0,0,0,1,13,8,1.624963721,0.191655159,13,8,1.624963721,0.191655159
SH3PXD2A,0,0,0,1,0,0,0,1,0,0,0,1
SLK,0,0,0,1,2,5,0.399989311,0.9375,2,5,0.399989311,0.9375
COL17A1,7,8,0.875004583,0.696380615,0,0,0,1,7,8,0.875004583,0.696380615
IDI1,0,1,0,1,0,0,0,1,0,1,0,1
SFR1,0,1,0,1,0,0,0,1,0,1,0,1
GSTO1,2,1,1.999942981,0.5,0,0,0,1,2,1,1.999942981,0.5
GSTO2,24,31,0.774202407,0.859695141,0,0,0,1,24,31,0.774202407,0.859695141
ITPRIP,0,0,0,1,0,0,0,1,0,0,0,1
SORCS3,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
SORCS1,2,1,1.999942981,0.5,1,0,Inf,0.5,3,1,3.000079991,0.3125
WDR37,0,0,0,1,0,0,0,1,0,0,0,1
XPNPEP1,0,0,0,1,0,0,0,1,0,0,0,1
ADD3,0,0,0,1,0,0,0,1,0,0,0,1
CELF2,0,0,0,1,0,1,0,1,0,1,0,1
MXI1,0,0,0,1,0,0,0,1,0,0,0,1
SMNDC1,0,0,0,1,0,0,0,1,0,0,0,1
DUSP5,2,1,1.999942981,0.5,1,0,Inf,0.5,3,1,3.000079991,0.3125
SMC3,0,0,0,1,1,3,0.333324446,0.9375,1,3,0.333324446,0.9375
RBM20,0,0,0,1,0,0,0,1,0,0,0,1
PDCD4,0,0,0,1,0,0,0,1,0,0,0,1
SHOC2,0,0,0,1,0,0,0,1,0,0,0,1
ADRA2A,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
GPAM,0,1,0,1,0,0,0,1,0,1,0,1
TECTB,1,0,Inf,0.5,0,0,0,1,1,0,Inf,0.5
ACSL5,2,2,1,0.6875,0,0,0,1,2,2,1,0.6875
ZDHHC6,1,3,0.333324446,0.9375,0,0,0,1,1,3,0.333324446,0.9375
VTI1A,5,1,4.999580449,0.109375,0,0,0,1,5,1,4.999580449,0.109375
TCF7L2,4,2,1.99994298,0.34375,2,6,0.333324491,0.96484375,6,8,0.750009839,0.788024902
HABP2,8,8,1,0.598190308,0,0,0,1,8,8,1,0.598190308
NRAP,27,41,0.658549449,0.965940663,0,0,0,1,27,41,0.658549449,0.965940663
